,latitude,longitude,brightness
1606,-26.182,152.2778,331.9
1607,-26.1711,152.2866,329.3
1608,-26.1137,150.5738,336.5
1609,-26.2984,146.58,359.0
1610,-26.3,146.5661,359.5
1611,-26.2895,146.5645,335.8
1612,-26.2051,146.6857,344.5
1613,-26.1947,146.6841,377.0
1614,-26.1827,146.6963,340.8
1615,-26.1843,146.6826,343.4
1616,-26.1723,146.6947,355.5
1617,-25.4693,150.5187,332.9
1618,-25.4736,150.489,331.8
1619,-25.24,147.9412,330.4
1620,-25.142,147.9881,341.6
1621,-25.1214,147.9964,336.7
1622,-25.1229,147.9852,330.9
1623,-23.1157,150.6259,345.1
1624,-23.1171,150.6161,337.0
1625,-23.1081,150.6145,341.3
1626,-23.0976,150.6228,346.5
1627,-23.099,150.6129,348.0
1628,-23.0886,150.6212,332.2
1629,-21.4556,145.8384,331.3
1630,-19.1195,144.0836,332.0
1631,-19.1212,144.0692,376.9
1632,-19.123,144.0542,369.6
1633,-19.11,144.0677,363.6
1634,-19.1118,144.0523,368.4
1635,-18.8562,145.7354,342.4
1636,-18.8446,145.7461,332.5
1637,-18.8462,145.734,350.8
1638,-18.8477,145.7219,335.6
1639,-18.8377,145.7205,345.8
1640,-18.8393,145.7085,332.1
1641,-18.7947,145.7392,330.8
1642,-18.7962,145.7269,328.8
1643,-18.5342,145.872,322.3
1644,-16.7153,144.9727,332.8
1645,-16.7057,144.8835,337.0
1646,-16.7072,144.8711,335.0
1647,-16.6816,144.9937,344.2
1648,-16.7001,144.8448,342.6
1649,-16.6828,145.0007,338.5
1650,-16.7022,144.8521,334.5
1651,-16.6742,144.9869,331.9
1652,-16.6641,144.9853,343.1
1653,-16.6312,144.9182,339.9
1654,-16.6148,144.9658,341.5
1655,-16.6225,144.9042,334.2
1656,-16.6046,144.9642,346.6
1657,-16.6062,144.9519,339.2
1658,-16.6077,144.9396,331.9
1659,-16.6138,144.8905,337.3
1660,-16.6169,144.8657,336.0
1661,-16.6185,144.8534,354.4
1662,-16.596,144.9504,333.7
1663,-16.5975,144.9381,351.6
1664,-16.599,144.9258,333.0
1665,-16.6051,144.8766,346.2
1666,-16.6082,144.8519,342.7
1667,-16.6098,144.8394,328.7
1668,-16.5981,144.9441,345.8
1669,-16.5997,144.9319,340.5
1670,-16.6061,144.8828,335.8
1671,-16.6093,144.8582,337.5
1672,-16.6109,144.8457,335.5
1673,-16.5958,144.8814,347.4
1674,-16.5975,144.869,348.4
1675,-15.9411,144.1973,333.8
1676,-15.9049,143.8536,339.3
1677,-15.9191,143.6529,337.3
1678,-15.921,143.6383,334.6
1679,-15.9026,143.695,342.3
1680,-15.9044,143.6807,351.3
1681,-15.9062,143.6661,344.2
1682,-15.9081,143.6515,347.5
1683,-15.8687,143.8773,337.8
1684,-15.877,143.7209,330.2
1685,-15.8453,143.8884,335.4
1686,-15.8678,143.7052,339.9
1687,-15.8568,143.7038,340.5
1688,-15.8127,143.884,336.3
1689,-15.8348,143.7007,337.3
1690,-15.8314,143.7081,333.5
1691,-15.8169,143.735,338.8
1692,-15.8186,143.7209,356.6
1693,-15.8059,143.7335,352.0
1694,-15.8077,143.7193,399.1
1695,-15.8094,143.7052,352.6
1696,-15.7932,143.7462,337.7
1697,-15.7949,143.732,363.4
1698,-15.7967,143.7178,345.2
1699,-15.7363,143.9372,338.4
1700,-15.7568,143.7701,333.0
1701,-15.7585,143.7559,336.5
1702,-15.7255,143.9357,328.3
1703,-15.6863,144.1319,331.8
1704,-15.674000000000001,144.144,334.7
1705,-15.6757,144.1304,333.6
1706,-15.6774,144.11700000000002,328.2
1707,-15.6946,143.9822,331.4
1708,-15.6584,144.1815,363.2
1709,-15.66,144.1686,355.0
1710,-15.6617,144.1557,328.0
1711,-15.6461,144.1931,335.4
1712,-15.6478,144.18,336.7
1713,-15.6697,144.0061,336.4
1714,-15.6714,143.9926,350.6
1715,-15.6339,144.2047,331.4
1716,-15.6421,144.1393,326.7
1717,-15.6454,144.1128,329.8
1718,-15.6382,144.0843,334.7
1719,-15.6275,144.0831,333.1
1720,-15.6292,144.0694,333.1
1721,-15.6342,144.0287,332.4
1722,-15.6135,144.1083,352.9
1723,-15.6151,144.0952,332.2
1724,-15.6168,144.0818,333.7
1725,-15.6268,144.0003,328.4
1726,-15.6029,144.1068,341.3
1727,-15.6045,144.0935,331.9
1728,-15.6074,144.1143,340.7
1729,-15.6091,144.1011,352.8
1730,-15.6108,144.0879,328.2
1731,-15.6213,144.0066,327.3
1732,-15.6314,143.7559,325.9
1733,-15.6187,143.7686,330.6
1734,-15.6204,143.7545,334.5
1735,-15.6222,143.7404,326.8
1736,-15.606,143.7809,339.2
1737,-15.5899,143.8214,326.5
1738,-15.5916,143.8074,330.7
1739,-15.5287,144.224,333.8
1740,-15.5271,143.9471,333.0
1741,-15.5077,144.0131,327.7
1742,-15.5112,143.9863,369.0
1743,-15.5146,143.9592,334.7
1744,-15.5164,143.9456,341.6
1745,-15.497,144.0117,327.0
1746,-15.4987,143.9982,328.7
1747,-15.5004,143.9847,327.4
1748,-15.4473,144.2336,332.7
1749,-15.4892,143.9002,331.6
1750,-15.4401,144.2061,333.3
1751,-15.470999999999998,143.8698,327.9
1752,-15.3615,143.8344,336.0
1753,-15.3684,143.8439,327.6
1754,-15.3576,143.8425,331.8
1755,-15.3594,143.8288,329.9
1756,-15.3486,143.8273,332.1
1757,-15.3503,143.8135,331.4
1758,-14.7076,141.9682,327.5
1759,-14.6952,141.9667,349.5
1760,-14.6974,141.9482,329.3
1761,-14.6932,141.9615,335.7
1762,-13.4866,141.6175,330.4
1763,-13.3064,141.8056,339.6
1764,-13.3086,141.7876,336.8
1765,-13.0185,143.2756,322.4
1766,-13.0202,143.262,328.3
1767,-13.0255,143.2208,341.7
1768,-13.0273,143.207,354.0
1769,-13.0164,143.2053,341.9
1770,-13.0182,143.1911,338.7
1771,-13.02,143.1768,336.8
1772,-13.0055,143.2035,362.7
1773,-13.0108,143.1613,336.1
1774,-13.1875,141.7304,326.6
1775,-12.9946,143.2018,335.8
1776,-12.9999,143.1598,341.2
1777,-12.9872,143.1723,350.1
1778,-12.9889,143.1582,364.0
1779,-12.9745,143.1847,333.6
1780,-12.9762,143.1707,418.1
1781,-12.9779,143.1567,394.2
1782,-12.9797,143.1427,338.5
1783,-12.9834,143.1793,338.3
1784,-12.9852,143.1653,356.5
1785,-12.9871,143.1513,341.7
1786,-12.9724,143.1777,367.1
1787,-12.9743,143.1638,424.2
1788,-12.9761,143.1498,342.1
1789,-12.9779,143.1358,326.9
1790,-12.9242,143.4622,321.4
1791,-12.9597,143.1902,329.0
1792,-12.9397,143.2585,329.8
1793,-12.9415,143.2446,329.8
1794,-12.9233,143.2139,368.1
1795,-12.9251,143.1999,334.3
1796,-12.9286,143.1719,338.3
1797,-12.9304,143.1579,337.6
1798,-12.9124,143.2124,331.3
1799,-12.9142,143.1984,325.9
1800,-12.923,143.1283,328.4
1801,-12.9248,143.1139,330.9
1802,-12.9266,143.0996,326.4
1803,-12.9156,143.09799999999998,331.5
1804,-12.6234,142.7848,322.4
1805,-12.6403,142.2159,328.7
1806,-12.5277,141.8012,330.7
1807,-12.5215,141.813,323.8
1808,-12.5238,141.7956,325.8
1809,-12.2281,142.3958,332.2
1810,-11.6337,142.4828,338.3
1811,-11.6168,142.5261,336.8
1812,-11.6187,142.5112,347.4
1813,-11.6055,142.5246,341.5
1814,-11.6074,142.5097,392.4
1815,-11.606,142.518,368.2
1816,-11.607999999999999,142.5031,357.8
1817,-11.5703,142.5286,321.2
1818,-11.5799,142.454,321.2
1819,-11.559000000000001,142.5272,327.1
1820,-11.5573,142.4511,323.2
1821,-34.8489,117.041,316.4
1822,-34.8392,117.0733,316.5
1823,-31.941,122.9339,331.5
1824,-31.4909,123.8056,331.8
1825,-31.4502,123.7268,341.1
1826,-31.3973,123.6576,341.8
1827,-31.3872,123.656,335.2
1828,-31.3655,123.6661,333.9
1829,-31.3554,123.6645,332.7
1830,-31.2894,123.7159,328.1
1831,-31.1861,123.8126,349.1
1832,-31.1305,124.1913,345.4
1833,-31.1761,123.811,342.7
1834,-31.1777,123.79799999999999,327.2
1835,-18.4543,123.9263,359.6
1836,-18.4439,123.9381,367.7
1837,-18.4452,123.9287,369.4
1838,-17.6466,122.5336,347.5
1839,-17.6374,122.5323,343.7
1840,-17.2963,124.3016,339.7
1841,-17.2977,124.2922,339.1
1842,-17.5236,122.4328,367.4
1843,-17.5249,122.4229,352.6
1844,-17.5143,122.4314,378.8
1845,-17.5157,122.4216,366.8
1846,-16.3939,126.7074,349.2
1847,-15.849,129.4882,339.9
1848,-15.8369,129.4857,353.4
1849,-15.8279,129.4653,348.0
1850,-16.271,126.7763,350.3
1851,-16.2728,126.7646,360.3
1852,-15.8333,129.47799999999998,354.3
1853,-16.2714,126.7695,357.5
1854,-15.8211,129.4757,343.4
1855,-16.2415,126.7644,366.7
1856,-15.7845,129.4687,343.5
1857,-15.8053,128.8823,335.6
1858,-16.4453,124.7105,331.6
1859,-16.4467,124.7009,340.7
1860,-16.4481,124.6913,336.4
1861,-16.4362,124.709,353.6
1862,-16.4376,124.6994,386.1
1863,-16.439,124.6898,345.9
1864,-16.4404,124.6802,338.0
1865,-15.7586,128.8738,375.5
1866,-16.4314,124.6787,333.0
1867,-15.747,128.8717,406.3
1868,-15.7498,128.8553,348.5
1869,-15.7485,128.8819,372.3
1870,-15.7512,128.8655,382.7
1871,-15.7368,128.8798,336.2
1872,-15.7395,128.8633,343.2
1873,-15.6972,128.2862,342.7
1874,-16.1876,124.896,339.9
1875,-16.189,124.8864,343.0
1876,-16.0724,125.6016,345.6
1877,-16.074,125.5914,350.5
1878,-16.1798,124.885,345.1
1879,-16.0739,125.5283,341.5
1880,-16.0646,125.5266,340.8
1881,-16.1644,124.8626,346.2
1882,-16.1276,125.046,335.0
1883,-16.1291,125.0361,341.0
1884,-16.1306,125.0264,352.5
1885,-16.132,125.0166,339.8
1886,-16.1553,124.8611,347.6
1887,-16.1447,124.8693,349.9
1888,-16.0894,125.0496,344.7
1889,-16.0909,125.0399,342.0
1890,-16.1158,124.8746,349.4
1891,-15.97,125.67399999999999,347.4
1892,-15.9464,125.7023,362.6
1893,-15.9401,125.6795,354.7
1894,-15.9291,125.6882,354.2
1895,-15.9307,125.6777,365.2
1896,-15.9323,125.6676,377.8
1897,-15.9228,125.666,356.9
1898,-15.9244,125.6557,365.4
1899,-15.9308,125.6146,346.2
1900,-15.915,125.6543,383.4
1901,-15.9166,125.6438,370.4
1902,-15.9182,125.6334,364.1
1903,-15.9197,125.6233,362.7
1904,-15.9055,125.6528,346.0
1905,-15.9071,125.6423,369.7
1906,-15.9087,125.6319,353.5
1907,-16.0245,124.8737,336.7
1908,-15.9089,125.5686,341.5
1909,-16.0094,124.9112,342.9
1910,-16.0109,124.9014,347.1
1911,-16.0124,124.8917,345.8
1912,-16.0138,124.882,341.2
1913,-15.9024,125.5713,341.2
1914,-15.998,124.9325,346.2
1915,-15.9994,124.9228,355.3
1916,-16.0009,124.9131,347.4
1917,-16.0023,124.9033,339.4
1918,-15.8915,125.5801,375.4
1919,-15.8977,125.539,345.8
1920,-15.6532,125.8713,334.8
1921,-15.6096,125.6215,339.9
1922,-15.6144,125.59,346.8
1923,-15.6096,125.5574,361.5
1924,-15.5907,125.6183,358.4
1925,-15.6018,125.5458,348.2
1926,-15.5813,125.6168,347.0
1927,-15.5828,125.6063,343.6
1928,-15.585999999999999,125.5856,340.8
1929,-15.5939,125.5341,342.5
1930,-15.3642,126.9397,359.7
1931,-15.5766,125.5841,341.6
1932,-15.3539,126.9379,354.4
1933,-15.5703,125.4987,341.1
1934,-15.5625,125.4867,342.1
1935,-15.5323,125.6194,343.0
1936,-15.5264,125.6224,334.4
1937,-15.527999999999999,125.6119,340.5
1938,-15.2922,127.0738,382.8
1939,-15.5185,125.6104,334.6
1940,-15.5279,125.5482,340.0
1941,-15.5295,125.5378,346.1
1942,-15.5388,125.476,343.7
1943,-15.5185,125.5466,352.6
1944,-15.5201,125.5362,357.8
1945,-15.4948,125.6387,336.5
1946,-15.4539,125.5892,337.5
1947,-15.4555,125.5788,337.5
1948,-15.4571,125.5685,338.2
1949,-15.446,125.5771,346.3
1950,-15.0743,127.2863,340.6
1951,-14.9985,127.2865,337.0
1952,-14.9295,127.2822,339.9
1953,-14.9211,127.2674,335.2
1954,-14.8717,127.2657,340.1
1955,-14.8209,127.3111,336.4
1956,-15.1139,125.4035,345.7
1957,-14.7975,127.3207,337.8
1958,-14.7997,127.3076,335.9
1959,-14.7944,127.3146,356.0
1960,-14.7965,127.3013,340.4
1961,-14.7711,127.2561,341.6
1962,-14.7833,127.0467,345.5
1963,-14.7709,127.0574,347.8
1964,-14.7667,127.0175,356.1
1965,-14.7521,127.0416,344.2
1966,-14.7584,127.0224,342.5
1967,-14.9279,125.6044,339.5
1968,-14.9327,125.5728,341.0
1969,-14.9167,125.6133,344.4
1970,-14.9184,125.6028,346.5
1971,-14.5998,126.2672,338.4
1972,-14.6016,126.2559,349.8
1973,-14.6009,126.2619,346.3
1974,-13.6762,131.3489,339.6
1975,-13.6709,131.3686,356.6
1976,-14.1262,126.9825,337.8
1977,-14.122,126.9762,335.2
1978,-13.534,130.2439,329.2
1979,-12.411,131.5589,330.2
1980,-12.4165,131.5291,328.2
1981,-12.3957,131.556,326.2
1982,-12.4161,131.5548,328.7
1983,-12.4213,131.5249,324.4
1984,-12.4008,131.5519,322.1
1985,-12.3855,131.549,328.0
1986,-34.8911,117.0226,353.8
1987,-34.8738,117.0152,354.2
1988,-34.8564,117.008,327.1
1989,-34.8955,117.0203,343.5
1990,-34.8781,117.01299999999999,346.0
1991,-34.8608,117.0057,330.6
1992,-34.4616,150.8806,303.3
1993,-34.7518,147.0128,304.1
1994,-33.2319,150.6259,339.8
1995,-33.2353,150.6088,353.1
1996,-33.2386,150.5916,317.4
1997,-33.2275,150.5881,324.9
1998,-33.2308,150.5709,306.7
1999,-33.2196,150.56799999999998,325.4
2000,-33.2229,150.55100000000002,306.7
2001,-33.2235,150.6175,320.6
2002,-33.2267,150.6004,322.9
2003,-33.2299,150.5833,325.0
2004,-33.2219,150.5631,319.8
2005,-33.1975,150.6299,321.2
2006,-33.2108,150.5593,320.8
2007,-33.2139,150.5431,325.7
2008,-33.1862,150.627,356.5
2009,-33.1895,150.6096,340.1
2010,-33.1964,150.5733,339.9
2011,-33.1996,150.5564,330.9
2012,-33.2028,150.5395,323.3
2013,-33.2059,150.5237,302.0
2014,-33.1851,150.5707,320.1
2015,-33.1883,150.5541,336.1
2016,-33.1915,150.5372,325.5
2017,-33.1981,150.5024,311.4
2018,-33.1838,150.516,318.3
2019,-33.1871,150.4986,322.3
2020,-33.1903,150.4818,321.2
2021,-33.1935,150.4651,312.2
2022,-33.1969,150.4472,311.8
2023,-33.1624,150.566,316.6
2024,-33.1693,150.53,309.1
2025,-33.1726,150.5127,316.4
2026,-33.176,150.4954,330.2
2027,-33.1826,150.4609,321.2
2028,-33.1857,150.4446,321.2
2029,-33.1669,150.4206,320.6
2030,-33.1704,150.4027,320.9
2031,-33.1624,150.3839,322.8
2032,-33.1658,150.3659,347.2
2033,-33.1693,150.3482,312.4
2034,-33.1688,150.4141,319.2
2035,-33.164,150.377,342.5
2036,-33.1673,150.3595,336.0
2037,-33.1559,150.3585,325.7
2038,-33.1594,150.3396,317.9
2039,-33.1481,150.3379,315.6
2040,-33.137,150.3351,317.0
2041,-33.1405,150.3169,305.0
2042,-33.1181,150.3122,311.1
2043,-33.104,150.3253,311.6
2044,-33.0688,150.3276,309.9
2045,-33.0096,150.4549,307.9
2046,-33.0129,150.4375,309.6
2047,-33.0163,150.4196,300.2
2048,-32.0697,152.4251,308.1
2049,-32.0412,152.3646,313.1
2050,-32.0114,152.3227,323.9
2051,-31.9983,152.3204,323.5
2052,-31.9801,152.3418,327.2
2053,-31.9853,152.3171,324.0
2054,-31.9672,152.3379,333.2
2055,-31.9722,152.3144,313.2
2056,-31.958000000000002,152.3302,309.3
2057,-31.8169,152.2314,307.8
2058,-31.8222,152.20600000000002,328.1
2059,-31.7794,152.3448,300.9
2060,-31.804000000000002,152.2276,313.8
2061,-31.8092,152.2028,366.2
2062,-31.8146,152.1768,350.2
2063,-31.7962,152.1996,382.1
2064,-31.8016,152.1743,388.1
2065,-31.8064,152.1514,346.2
2066,-31.8111,152.1291,317.8
2067,-31.7833,152.1963,326.6
2068,-31.7883,152.1726,367.3
2069,-31.7934,152.1483,349.3
2070,-31.7985,152.1243,337.0
2071,-31.8033,152.1013,310.8
2072,-31.8076,152.0811,318.9
2073,-31.8123,152.0588,321.6
2074,-31.7147,152.454,308.5
2075,-31.7201,152.4289,310.3
2076,-31.7706,152.1918,307.0
2077,-31.7756,152.1682,328.4
2078,-31.7808,152.1441,323.2
2079,-31.7858,152.1203,335.2
2080,-31.7905,152.0982,324.4
2081,-31.7948,152.0775,336.5
2082,-31.7995,152.0551,335.9
2083,-31.8046,152.0313,316.6
2084,-31.7946,152.2191,321.5
2085,-31.7997,152.1942,383.2
2086,-31.8048,152.16899999999998,361.5
2087,-31.8093,152.1469,325.6
2088,-31.7818,152.2154,309.1
2089,-31.7866,152.1917,355.2
2090,-31.7916,152.1673,375.1
2091,-31.7965,152.1429,348.3
2092,-31.8013,152.1196,328.6
2093,-31.81,152.0767,318.5
2094,-31.8147,152.0536,310.4
2095,-31.774,152.1868,313.7
2096,-31.7788,152.1635,329.8
2097,-31.7837,152.1394,328.3
2098,-31.7886,152.1156,331.5
2099,-31.793000000000003,152.0938,320.9
2100,-31.7973,152.07299999999998,336.6
2101,-31.802,152.0499,333.1
2102,-31.8067,152.0267,305.1
2103,-31.7016,152.4701,305.8
2104,-31.7068,152.4452,317.2
2105,-31.712,152.4202,322.3
2106,-31.7711,152.1349,333.3
2107,-31.7758,152.1118,346.1
2108,-31.7801,152.0911,330.9
2109,-31.7845,152.0695,326.6
2110,-31.7893,152.0462,324.6
2111,-31.6886,152.4658,313.4
2112,-31.6938,152.441,321.8
2113,-31.699,152.4164,321.5
2114,-31.763,152.1085,360.6
2115,-31.7672,152.0881,336.3
2116,-31.7769,152.041,321.1
2117,-31.7814,152.019,316.0
2118,-31.6862,152.4113,320.0
2119,-31.7544,152.0844,333.1
2120,-31.6737,152.4046,323.4
2121,-31.6784,152.3824,324.1
2122,-31.660999999999998,152.3991,372.0
2123,-31.666,152.3759,386.1
2124,-31.6707,152.3537,331.6
2125,-31.6754,152.3315,313.1
2126,-31.6524,152.3746,323.3
2127,-31.6574,152.3513,347.0
2128,-31.6623,152.328,320.1
2129,-31.6491,152.3252,340.7
2130,-31.6543,152.3011,318.2
2131,-31.6647,152.252,321.9
2132,-31.6697,152.2287,327.4
2133,-31.7131,152.0235,320.3
2134,-31.6658,152.3941,379.0
2135,-31.6704,152.3718,361.6
2136,-31.675,152.3493,324.8
2137,-31.6525,152.3916,318.5
2138,-31.6572,152.369,343.5
2139,-31.6619,152.3459,336.4
2140,-31.6487,152.3433,323.4
2141,-31.6535,152.3201,326.2
2142,-31.6684,152.2477,322.7
2143,-31.6735,152.2228,317.6
2144,-31.6833,152.1753,303.9
2145,-31.6884,152.1503,300.1
2146,-31.7108,152.0408,307.7
2147,-31.7155,152.0179,318.1
2148,-31.7346,151.9237,309.7
2149,-31.6408,152.315,337.2
2150,-31.6458,152.2907,342.4
2151,-31.6512,152.2646,327.8
2152,-31.6562,152.2405,321.8
2153,-31.6607,152.2185,325.9
2154,-31.666,152.1929,323.1
2155,-31.6708,152.1696,315.2
2156,-31.7075,151.9912,325.9
2157,-31.7124,151.9672,336.3
2158,-31.7175,151.9419,322.1
2159,-31.7223,151.9183,316.8
2160,-31.6916,151.9377,326.3
2161,-31.6969,151.9117,318.9
2162,-31.684,151.9097,322.1
2163,-31.689,151.8853,324.7
2164,-31.6934,151.864,312.4
2165,-31.676,151.8836,328.9
2166,-31.680999999999997,151.8593,311.5
2167,-31.6856,151.8374,314.4
2168,-31.6728,151.9025,318.6
2169,-31.6777,151.8777,324.8
2170,-31.6868,151.8327,312.7
2171,-31.6744,151.8277,302.9
2172,-31.624000000000002,151.8143,313.0
2173,-31.6116,151.8099,318.7
2174,-31.6163,151.7867,317.6
2175,-31.4927,152.3142,309.1
2176,-31.6038,151.7832,307.5
2177,-31.4896,152.2637,320.3
2178,-31.4948,152.2391,332.7
2179,-31.4999,152.2149,302.8
2180,-31.4819,152.2352,316.3
2181,-31.487,152.2109,323.4
2182,-31.6003,151.7997,304.5
2183,-31.6048,151.77700000000002,303.2
2184,-31.4938,152.2586,323.0
2185,-31.4989,152.2338,320.2
2186,-31.4859,152.2301,322.6
2187,-31.491,152.2053,314.8
2188,-31.4781,152.2013,310.2
2189,-31.4291,152.3706,305.0
2190,-31.3542,152.3956,315.5
2191,-31.3592,152.3722,322.5
2192,-31.4001,152.1807,309.9
2193,-31.4059,152.1533,321.9
2194,-31.3644,152.3684,314.9
2195,-31.3738,152.3229,303.4
2196,-31.4044,152.1745,305.9
2197,-31.3465,152.3874,309.1
2198,-31.3512,152.3649,310.6
2199,-31.3609,152.3182,312.3
2200,-31.3912,152.1721,316.7
2201,-31.3966,152.1457,319.6
2202,-31.3478,152.3146,310.6
2203,-31.3404,152.2837,306.5
2204,-31.3421,152.2096,313.9
2205,-31.3086,152.173,309.3
2206,-31.3129,152.1682,309.7
2207,-31.2055,152.5503,318.0
2208,-31.2933,152.1303,308.1
2209,-31.3024,152.0862,327.6
2210,-31.2899,152.0805,320.0
2211,-31.2872,152.0281,307.7
2212,-31.291999999999998,152.005,304.5
2213,-31.0435,152.6055,317.4
2214,-31.0298,152.60299999999998,335.2
2215,-31.0411,152.5504,315.2
2216,-31.0467,152.5249,314.1
2217,-31.0318,152.625,314.4
2218,-31.0376,152.5972,328.6
2219,-31.0482,152.5467,316.1
2220,-31.0182,152.6217,311.1
2221,-31.0238,152.5951,324.0
2222,-31.0217,152.5377,324.8
2223,-31.0267,152.5139,317.9
2224,-31.0026,152.5608,316.9
2225,-31.0133,152.5104,319.9
2226,-31.1066,152.0658,314.8
2227,-31.1108,152.0454,336.1
2228,-30.9923,152.4761,310.0
2229,-30.9288,152.7046,320.2
2230,-30.973000000000003,152.4999,317.3
2231,-30.9785,152.4743,311.1
2232,-30.9843,152.4471,311.6
2233,-30.9799,152.4961,313.7
2234,-30.9852,152.4705,318.5
2235,-30.9907,152.444,312.6
2236,-30.9665,152.4926,311.6
2237,-30.8776,152.7106,355.7
2238,-30.883000000000003,152.6853,350.4
2239,-30.8696,152.6806,320.7
2240,-30.8804,152.63,311.1
2241,-30.8696,152.6472,316.6
2242,-30.8748,152.6224,304.3
2243,-30.8345,152.6095,307.9
2244,-30.7822,152.7882,311.7
2245,-30.8264,152.5798,311.7
2246,-30.8321,152.4188,311.3
2247,-30.8184,152.4168,311.0
2248,-30.8802,151.9946,317.6
2249,-30.8913,151.9419,327.1
2250,-30.8963,151.9184,311.5
2251,-30.9015,151.8938,314.5
2252,-30.8254,152.4127,317.8
2253,-30.7399,152.6862,310.9
2254,-30.8844,151.9892,319.7
2255,-30.895,151.9373,326.2
2256,-30.8997,151.9145,311.7
2257,-30.9049,151.8889,313.5
2258,-30.7264,152.6818,311.3
2259,-30.7182,152.6526,313.9
2260,-30.8594,151.9776,321.9
2261,-30.7047,152.6481,309.4
2262,-30.7489,152.4401,313.7
2263,-30.6912,152.6438,314.4
2264,-30.7352,152.4378,323.8
2265,-30.7511,152.3627,318.9
2266,-30.7219,152.4336,314.0
2267,-30.7328,152.3824,315.1
2268,-30.738000000000003,152.3578,318.6
2269,-30.7429,152.3346,317.7
2270,-30.9788,151.19799999999998,341.7
2271,-30.9832,151.1763,374.3
2272,-30.9872,151.1565,315.9
2273,-30.7247,152.35399999999998,317.3
2274,-30.9626,151.2143,315.2
2275,-30.9668,151.1934,346.4
2276,-30.9712,151.1719,356.0
2277,-30.9754,151.151,340.7
2278,-30.6332,152.7114,307.9
2279,-30.6509,152.6299,308.5
2280,-30.7165,152.3265,323.3
2281,-30.7218,152.3017,313.7
2282,-30.9506,151.2096,317.0
2283,-30.955,151.1879,331.8
2284,-30.9592,151.1675,322.5
2285,-30.9634,151.1465,321.4
2286,-30.9676,151.126,303.9
2287,-30.7237,152.4543,309.4
2288,-30.7288,152.4297,325.4
2289,-30.7443,152.3542,315.8
2290,-30.9737,151.2115,315.4
2291,-30.9777,151.1907,357.2
2292,-30.9819,151.1695,360.3
2293,-30.986,151.1486,303.1
2294,-30.7264,152.3727,320.4
2295,-30.9616,151.2072,330.5
2296,-30.9658,151.1857,340.8
2297,-30.9699,151.1647,345.3
2298,-30.9741,151.1433,325.7
2299,-30.6368,152.7334,313.0
2300,-30.6423,152.7073,307.7
2301,-30.6593,152.6263,307.4
2302,-30.9496,151.2023,319.3
2303,-30.9538,151.1807,327.4
2304,-30.9578,151.1606,322.1
2305,-30.9621,151.1387,317.6
2306,-30.7045,152.3423,316.6
2307,-30.7097,152.3171,324.6
2308,-30.9373,151.1989,320.4
2309,-30.9415,151.1777,342.7
2310,-30.9458,151.1562,383.0
2311,-30.9498,151.1359,330.7
2312,-30.9535,151.1174,313.1
2313,-30.9574,151.0977,301.3
2314,-30.6914,152.3372,319.9
2315,-30.697,152.3105,337.8
2316,-30.7018,152.2879,328.7
2317,-30.9249,151.1961,319.3
2318,-30.9293,151.1743,362.7
2319,-30.9334,151.1533,432.6
2320,-30.9373,151.1339,358.5
2321,-30.9413,151.1138,319.0
2322,-30.9453,151.0937,312.1
2323,-30.6783,152.3325,324.5
2324,-30.6835,152.308,353.9
2325,-30.6883,152.285,316.5
2326,-30.9126,151.1931,313.1
2327,-30.6754,152.2797,321.8
2328,-30.6805,152.2552,331.2
2329,-30.6627,152.2731,310.0
2330,-30.6945,152.1227,323.3
2331,-30.6497,152.2681,317.9
2332,-30.6997,152.1191,321.4
2333,-31.5612,147.4471,303.3
2334,-30.656,152.2642,322.2
2335,-31.5536,147.4324,307.0
2336,-30.643,152.2595,308.4
2337,-30.6474,152.2382,316.4
2338,-30.1955,152.7148,305.8
2339,-30.1199,152.9933,307.6
2340,-30.1263,152.9642,318.3
2341,-30.1816,152.711,314.5
2342,-30.1871,152.6856,318.5
2343,-30.1122,152.9603,321.4
2344,-30.1734,152.6813,317.5
2345,-30.1321,152.9914,304.7
2346,-30.1917,152.7086,317.5
2347,-30.1181,152.987,311.9
2348,-30.1243,152.9579,316.1
2349,-30.1779,152.7049,314.6
2350,-30.1835,152.6785,315.3
2351,-30.104,152.9827,311.4
2352,-30.1102,152.9538,319.9
2353,-30.1698,152.6738,313.2
2354,-30.0899,152.9787,308.2
2355,-30.1209,152.8344,313.9
2356,-30.1266,152.8078,310.9
2357,-30.1446,152.7236,338.0
2358,-30.1501,152.6979,327.2
2359,-30.1561,152.6696,310.9
2360,-30.1622,152.6409,306.8
2361,-30.1128,152.8034,308.0
2362,-30.1186,152.7764,310.4
2363,-30.1246,152.7486,316.5
2364,-30.1306,152.7205,316.1
2365,-30.1364,152.6936,326.1
2366,-30.0403,152.9321,308.8
2367,-30.0463,152.9045,309.0
2368,-30.0382,152.9245,311.7
2369,-30.0439,152.8976,302.5
2370,-30.1121,152.5059,305.6
2371,-30.0981,152.5035,306.3
2372,-30.0842,152.5007,313.6
2373,-30.0206,152.3627,301.8
2374,-30.006999999999998,152.3592,311.9
2375,-30.0015,152.3513,304.5
2376,-29.8233,152.6445,306.0
2377,-29.8201,152.6377,307.9
2378,-30.0474,151.4671,322.8
2379,-30.0519,151.4447,309.4
2380,-29.8647,152.2874,306.1
2381,-30.0392,151.4412,320.4
2382,-29.8511,152.2839,300.7
2383,-30.0273,151.3676,324.8
