,latitude,longitude,acq_date,frp
171,-28.451,129.451,1,89.3
172,-28.444000000000003,129.418,1,48.2
173,-27.921999999999997,128.45600000000002,1,74.5
174,-27.912,128.417,1,59.9
175,-27.924,128.41899999999998,1,44.1
176,-28.131,129.697,1,153.8
177,-28.116,129.701,1,289.0
178,-28.119,129.708,1,396.1
179,-28.112,129.67600000000002,1,188.2
180,-35.766999999999996,136.72899999999998,1,32.8
181,-35.809,136.77,1,27.8
182,-35.814,136.803,1,87.7
183,-35.816,136.814,1,21.5
184,-35.824,136.744,1,125.2
185,-35.825,136.755,1,262.8
186,-35.830999999999996,136.731,1,136.7
187,-35.836999999999996,136.70600000000002,1,60.1
188,-35.838,136.717,1,58.8
189,-35.84,136.72899999999998,1,196.2
190,-37.361,147.627,1,46.7
191,-37.409,147.536,1,32.6
192,-37.904,145.243,1,15.7
193,-41.54600000000001,147.933,1,60.4
194,-41.562,147.931,1,1205.4
195,-41.56399999999999,147.98,1,515.3
196,-41.57899999999999,147.931,1,275.5
197,-41.581,147.98,1,111.0
198,-41.551,147.924,1,436.1
199,-41.568000000000005,147.924,1,584.4
200,-41.57,147.97299999999998,1,450.8
201,-41.583999999999996,147.923,1,111.5
202,-41.67,148.006,1,138.0
203,-41.672,148.049,1,230.6
204,-41.623000000000005,147.918,1,131.9
205,-41.678000000000004,148.045,1,250.9
206,-41.678999999999995,148.091,1,94.6
207,-35.765,136.717,1,17.9
208,-30.885,123.71799999999999,1,73.6
209,-30.924,123.61399999999999,1,348.2
210,-30.935,123.546,1,146.9
211,-30.936999999999998,123.579,1,475.5
212,-30.94,123.61200000000001,1,529.7
213,-31.228,121.10799999999999,1,248.7
214,-31.239,121.084,1,164.3
215,-31.241,121.10700000000001,1,673.4
216,-31.226999999999997,121.103,1,144.8
217,-31.228,121.125,1,78.2
218,-31.239,121.101,1,686.2
219,-31.241,121.124,1,73.4
220,-31.636999999999997,119.72,1,21.7
221,-31.820999999999998,121.53,1,136.7
222,-31.834,121.52799999999999,1,136.5
223,-31.837,121.553,1,267.2
224,-31.816,121.524,1,47.6
225,-31.83,121.523,1,129.5
226,-31.831999999999997,121.54799999999999,1,133.9
227,-31.845,121.546,1,454.3
228,-31.846999999999998,121.571,1,505.2
229,-31.861,121.57,1,130.3
230,-31.863000000000003,121.595,1,453.6
231,-31.875999999999998,121.59299999999999,1,226.8
232,-31.878,121.618,1,209.7
233,-31.88,121.64399999999999,1,75.9
234,-32.497,123.44,1,117.4
235,-32.378,121.559,1,36.8
236,-32.494,123.435,1,123.1
237,-32.385999999999996,121.553,1,22.7
238,-31.796999999999997,115.851,1,9.1
239,-32.394,121.325,1,151.8
240,-32.396,121.34899999999999,1,75.2
241,-32.475,121.96700000000001,1,94.9
242,-32.489000000000004,121.96600000000001,1,299.4
243,-32.494,121.958,1,256.7
244,-32.496,121.985,1,90.9
245,-32.524,121.98200000000001,1,101.6
246,-32.548,122.289,1,314.8
247,-32.55,122.318,1,68.6
248,-32.538000000000004,121.98100000000001,1,606.7
249,-32.54,122.008,1,433.5
250,-32.542,122.035,1,127.3
251,-32.562,122.288,1,525.2
252,-32.564,122.31700000000001,1,361.5
253,-31.989,115.92399999999999,1,8.0
254,-32.811,124.126,1,114.9
255,-32.803000000000004,124.119,1,65.5
256,-32.059,115.906,1,6.6
257,-32.06,115.917,1,12.0
258,-32.062,115.929,1,11.1
259,-32.819,124.118,1,56.9
260,-32.068000000000005,115.904,1,10.6
261,-32.07,115.916,1,11.5
262,-32.653,121.03399999999999,1,55.5
263,-32.664,121.009,1,183.1
264,-32.666,121.03200000000001,1,182.6
265,-32.684,121.079,1,53.2
266,-32.662,121.00399999999999,1,108.4
267,-32.664,121.027,1,193.4
268,-32.681,121.074,1,48.5
269,-30.889,123.723,1,79.8
270,-30.889,123.523,1,153.8
271,-30.925,123.586,1,112.1
272,-30.927,123.619,1,408.1
273,-30.886999999999997,123.51700000000001,1,166.1
274,-31.892,121.617,1,81.2
275,-31.983,121.47399999999999,1,151.2
276,-31.985,121.499,1,356.7
277,-31.987,121.524,1,62.0
278,-32.012,121.649,1,25.8
279,-31.978,121.469,1,122.1
280,-31.98,121.494,1,261.0
281,-31.982,121.51899999999999,1,114.4
282,-32.008,121.67,1,22.2
283,-32.26,123.445,1,79.9
284,-32.256,123.43799999999999,1,43.2
285,-32.271,123.43700000000001,1,304.4
286,-32.274,123.471,1,400.5
287,-32.289,123.47,1,303.9
288,-32.291,123.50399999999999,1,796.3
289,-32.294000000000004,123.539,1,43.0
290,-32.306999999999995,123.50299999999999,1,320.9
291,-32.309,123.538,1,445.4
292,-32.315,123.4,1,321.3
293,-32.317,123.43299999999999,1,329.6
294,-32.335,123.46600000000001,1,210.7
295,-32.338,123.501,1,114.1
296,-32.303000000000004,123.49799999999999,1,321.2
297,-32.305,123.53200000000001,1,485.9
298,-32.312,123.39399999999999,1,203.6
299,-32.314,123.428,1,412.6
300,-32.332,123.461,1,126.6
301,-18.032,122.719,1,44.0
302,-18.034000000000002,122.73700000000001,1,27.4
303,-32.334,123.495,1,128.0
304,-21.397,120.74700000000001,1,16.0
305,-21.399,120.741,1,15.3
306,-22.031999999999996,116.225,1,9.9
307,-22.456999999999997,117.72200000000001,1,14.2
308,-22.458000000000002,117.73200000000001,1,14.0
309,-22.465999999999998,117.721,1,21.7
310,-22.468000000000004,117.73100000000001,1,38.3
311,-22.575,117.18299999999999,1,9.6
312,-30.749000000000002,123.25399999999999,1,43.5
313,-30.750999999999998,123.285,1,177.5
314,-30.754,123.316,1,96.6
315,-30.766,123.28299999999999,1,318.3
316,-30.769000000000002,123.314,1,496.6
317,-30.771,123.346,1,229.0
318,-30.784000000000002,123.31299999999999,1,236.4
319,-30.785999999999998,123.344,1,311.9
320,-30.803,123.375,1,119.1
321,-30.805999999999997,123.40700000000001,1,84.3
322,-30.765,123.277,1,231.0
323,-30.767,123.30799999999999,1,430.9
324,-30.77,123.339,1,216.6
325,-30.781999999999996,123.306,1,181.3
326,-30.785,123.337,1,442.0
327,-30.804000000000002,123.4,1,113.8
328,-33.186,122.214,1,598.8
329,-33.188,122.243,1,146.5
330,-33.2,122.213,1,321.7
331,-33.202,122.242,1,304.4
332,-33.36,115.677,1,7.6
333,-35.941,147.53,1,130.4
334,-35.943000000000005,147.501,1,970.4
335,-35.945,147.472,1,76.8
336,-35.872,148.286,1,149.8
337,-35.917,147.67,1,88.8
338,-35.927,147.53,1,700.9
339,-35.929,147.503,1,1147.1
340,-35.859,148.285,1,60.9
341,-35.903,147.66899999999998,1,78.8
342,-35.911,147.558,1,159.3
343,-35.913000000000004,147.531,1,493.6
344,-35.845,148.284,1,197.4
345,-35.89,147.667,1,111.4
346,-35.895,147.58700000000002,1,165.0
347,-35.897,147.558,1,208.5
348,-35.873000000000005,148.304,1,137.4
349,-35.875,148.279,1,52.9
350,-35.935,147.523,1,957.0
351,-35.938,147.494,1,860.8
352,-35.861999999999995,148.278,1,117.2
353,-35.909,147.689,1,74.2
354,-35.911,147.662,1,89.0
355,-35.919000000000004,147.55,1,90.6
356,-35.921,147.524,1,237.3
357,-35.924,147.496,1,64.0
358,-35.683,150.157,1,28.0
359,-35.849000000000004,148.27700000000002,1,55.0
360,-35.897,147.661,1,65.3
361,-35.905,147.55100000000002,1,300.3
362,-35.907,147.524,1,213.1
363,-35.836,148.275,1,137.6
364,-35.885,147.634,1,315.5
365,-35.887,147.608,1,69.9
366,-35.889,147.579,1,1194.0
367,-35.891,147.549,1,406.1
368,-35.821999999999996,148.273,1,130.0
369,-35.871,147.632,1,86.6
370,-35.873000000000005,147.606,1,60.6
371,-35.875,147.577,1,37.2
372,-35.811,148.246,1,93.6
373,-35.813,148.22,1,59.2
374,-35.802,148.19299999999998,1,22.7
375,-35.637,149.885,1,61.5
376,-35.625,149.884,1,46.4
377,-35.749,148.236,1,43.2
378,-35.736,148.235,1,299.9
379,-35.738,148.21,1,85.7
380,-35.725,148.209,1,45.7
381,-35.711,148.207,1,215.3
382,-35.713,148.181,1,57.5
383,-35.7,148.179,1,164.1
384,-35.685,148.203,1,87.6
385,-35.687,148.178,1,139.7
386,-35.672,148.201,1,140.8
387,-35.674,148.17600000000002,1,171.1
388,-35.702,148.19899999999998,1,191.4
389,-35.689,148.196,1,135.4
390,-35.691,148.171,1,122.2
391,-35.675,148.194,1,201.6
392,-35.662,148.19299999999998,1,192.9
393,-35.664,148.168,1,67.8
394,-35.647,148.216,1,161.9
395,-35.649,148.192,1,49.6
396,-35.634,148.215,1,903.0
397,-35.635999999999996,148.191,1,125.1
398,-35.622,148.188,1,110.0
399,-35.424,150.355,1,117.6
400,-35.426,150.33700000000002,1,65.0
401,-35.529,148.066,1,185.2
402,-35.515,148.064,1,86.5
403,-35.516999999999996,148.037,1,139.7
404,-35.501999999999995,148.062,1,53.1
405,-35.504,148.036,1,314.0
406,-35.506,148.01,1,74.9
407,-35.531,148.085,1,66.1
408,-35.533,148.059,1,81.3
409,-35.52,148.05700000000002,1,76.9
410,-35.509,148.029,1,344.0
411,-35.309,150.029,1,49.6
412,-35.289,149.988,1,122.1
413,-35.291,149.968,1,19.0
414,-35.278,149.986,1,70.4
415,-35.279,149.967,1,132.1
416,-35.268,149.965,1,30.9
417,-35.204,150.529,1,18.8
418,-35.256,149.964,1,53.4
419,-35.271,149.98,1,32.6
420,-35.273,149.961,1,31.9
421,-35.205999999999996,150.524,1,18.5
422,-35.2,150.47,1,37.4
423,-35.248000000000005,149.977,1,33.5
424,-35.25,149.958,1,175.7
425,-35.188,150.468,1,57.6
426,-35.19,150.45,1,48.3
427,-35.238,149.95600000000002,1,32.9
428,-35.213,149.972,1,41.6
429,-35.144,150.569,1,50.1
430,-35.154,150.463,1,49.5
431,-35.133,150.567,1,204.8
432,-35.134,150.549,1,82.1
433,-35.141,150.47899999999998,1,51.0
434,-35.125,150.53,1,65.4
435,-35.13,150.477,1,62.3
436,-35.132,150.46,1,26.1
437,-35.124,150.541,1,42.6
438,-35.126,150.523,1,24.3
439,-35.131,150.47,1,63.3
440,-35.332,147.808,1,30.9
441,-35.278,147.878,1,63.8
442,-35.015,150.503,1,49.0
443,-35.016,150.486,1,39.3
444,-34.998000000000005,150.553,1,32.7
445,-35.005,150.484,1,20.3
446,-34.986999999999995,150.55200000000002,1,27.3
447,-34.996,150.101,1,30.4
448,-34.984,150.099,1,111.6
449,-34.971,150.11700000000002,1,25.4
450,-34.973,150.09799999999998,1,65.1
451,-34.986,150.112,1,30.4
452,-34.988,150.092,1,37.4
453,-34.974000000000004,150.111,1,78.7
454,-34.976,150.091,1,62.9
455,-34.933,150.41299999999998,1,39.7
456,-34.948,150.012,1,85.7
457,-34.95,149.993,1,114.6
458,-34.952,149.974,1,33.1
459,-34.937,150.011,1,45.3
460,-34.939,149.99200000000002,1,177.6
461,-34.297,149.958,1,33.2
462,-32.696999999999996,150.19899999999998,1,30.5
463,-32.695,150.216,1,41.4
464,-32.637,150.786,1,51.6
465,-32.635,150.80100000000002,1,57.3
466,-32.729,150.1,1,73.8
467,-32.728,150.11700000000002,1,89.7
468,-32.708,150.314,1,23.1
469,-32.655,150.819,1,49.2
470,-32.654,150.835,1,78.0
471,-32.739000000000004,150.118,1,100.5
472,-32.666,150.821,1,57.2
473,-32.664,150.83700000000002,1,69.2
474,-32.684,150.855,1,47.0
475,-32.681999999999995,150.87,1,59.4
476,-32.681,150.885,1,28.9
477,-32.692,150.887,1,22.2
478,-32.69,150.90200000000002,1,59.3
479,-32.701,150.903,1,25.9
480,-32.711,150.905,1,32.3
481,-32.709,150.92,1,50.1
482,-32.708,150.935,1,54.6
483,-32.72,150.921,1,38.6
484,-32.719,150.936,1,45.2
485,-32.715,150.912,1,27.6
486,-32.714,150.92700000000002,1,111.0
487,-32.711999999999996,150.942,1,46.8
488,-32.806999999999995,150.77,1,14.2
489,-32.724000000000004,150.928,1,34.6
490,-32.782,151.139,1,17.6
491,-32.885999999999996,150.567,1,32.6
492,-32.965,150.126,1,17.5
493,-33.022,150.019,1,94.1
494,-33.035,150.004,1,71.4
495,-33.033,150.02,1,78.3
496,-33.014,150.21,1,15.8
497,-33.012,150.226,1,24.2
498,-32.988,150.778,1,10.1
499,-32.986,150.793,1,20.3
500,-33.176,150.064,1,109.2
501,-33.174,150.08100000000002,1,145.8
502,-33.177,150.054,1,30.2
503,-33.175,150.07,1,239.9
504,-33.191,150.143,1,296.1
505,-33.825,150.028,1,55.5
506,-33.909,150.44899999999998,1,547.0
507,-33.907,150.466,1,45.9
508,-33.92,150.45,1,97.6
509,-33.931,150.452,1,26.6
510,-33.929,150.468,1,18.1
511,-33.939,150.487,1,279.8
512,-33.94,150.475,1,448.6
513,-33.938,150.49200000000002,1,116.0
514,-34.275,149.967,1,82.9
515,-34.273,149.95600000000002,1,105.1
516,-34.272,149.974,1,58.5
517,-34.256,150.26,1,24.4
518,-34.94,149.97299999999998,1,270.5
519,-34.929,149.971,1,33.5
520,-34.893,150.09799999999998,1,178.7
521,-34.896,150.113,1,54.2
522,-34.898,150.093,1,83.8
523,-34.884,150.111,1,35.9
524,-34.885999999999996,150.093,1,38.1
525,-34.872,150.11,1,42.4
526,-34.834,150.27,1,19.0
527,-34.358000000000004,150.37,1,174.8
528,-34.36,150.35299999999998,1,170.4
529,-34.349000000000004,150.351,1,90.2
530,-34.35,150.334,1,24.3
531,-34.336999999999996,150.349,1,308.9
532,-34.339,150.332,1,64.9
533,-34.326,150.347,1,70.1
534,-34.315,150.345,1,62.4
535,-34.326,150.36,1,36.0
536,-34.328,150.343,1,32.2
537,-34.315,150.358,1,43.3
538,-34.317,150.34,1,28.5
539,-34.304,150.356,1,37.7
540,-34.306,150.33700000000002,1,21.4
541,-34.293,150.352,1,37.8
542,-34.294000000000004,150.336,1,68.4
543,-34.301,150.269,1,20.7
544,-34.262,150.316,1,36.8
545,-34.295,149.976,1,199.3
546,-41.673,148.01,1,267.6
547,-41.615,147.958,1,64.8
548,-41.6,147.957,1,249.4
549,-41.556999999999995,147.954,1,547.7
550,-41.559,147.923,1,233.4
551,-41.556000000000004,147.94899999999998,1,317.1
552,-41.556999999999995,147.918,1,103.6
553,-39.896,148.088,1,129.2
554,-39.907,148.085,1,94.7
555,-39.893,148.083,1,49.6
556,-39.895,148.053,1,83.7
557,-39.852,148.048,1,60.4
558,-37.684,148.089,1,38.9
559,-37.563,149.376,1,157.3
560,-37.562,149.369,1,303.1
561,-37.547,149.39,1,195.3
562,-37.656,147.585,1,111.2
563,-37.504,149.452,1,110.6
564,-37.506,149.43,1,953.4
565,-37.641,147.584,1,94.6
566,-37.616,147.76,1,92.6
567,-37.626999999999995,147.583,1,102.3
568,-37.626,147.756,1,74.1
569,-37.638000000000005,147.579,1,79.3
570,-37.624,147.579,1,111.2
571,-37.596,147.577,1,63.8
572,-37.524,148.004,1,19.0
573,-37.417,148.422,1,71.2
574,-37.419000000000004,148.39600000000002,1,75.6
575,-37.455999999999996,147.879,1,68.2
576,-37.406,147.523,1,24.2
577,-37.345,147.58,1,37.2
578,-37.34,147.57299999999998,1,36.8
579,-37.097,147.00799999999998,1,123.0
580,-37.099000000000004,146.977,1,313.9
581,-37.096,147.004,1,187.5
582,-37.098,146.971,1,248.3
583,-37.063,147.289,1,31.0
584,-37.065,147.257,1,28.2
585,-37.077,147.07,1,46.0
586,-36.986999999999995,147.344,1,92.2
587,-37.009,146.993,1,23.5
588,-36.982,147.363,1,47.9
589,-36.984,147.336,1,80.6
590,-37.007,146.985,1,35.8
591,-36.961,146.784,1,34.9
592,-36.948,146.746,1,35.0
593,-36.961,146.779,1,32.2
594,-36.908,146.674,1,54.9
595,-36.597,147.83100000000002,1,37.6
596,-36.412,147.903,1,41.9
597,-36.423,147.739,1,42.1
598,-36.431,147.733,1,45.0
599,-36.405,147.89600000000002,1,42.6
600,-36.391,147.893,1,31.0
601,-36.24,147.695,1,68.3
602,-36.128,147.624,1,94.5
603,-36.13,147.597,1,54.5
604,-35.985,148.332,1,295.6
605,-35.974000000000004,148.30200000000002,1,51.9
606,-35.94,148.218,1,155.7
607,-35.942,148.19299999999998,1,34.6
608,-35.945,148.214,1,84.2
609,-35.921,148.343,1,95.1
610,-35.931,148.21200000000002,1,61.5
611,-35.91,148.315,1,47.9
612,-35.92,148.185,1,39.2
613,-35.897,148.314,1,86.6
614,-19.84,144.585,1,125.1
615,-32.644,150.797,1,31.6
616,-32.633,150.796,1,52.8
617,-32.634,150.781,1,36.5
618,-32.696,150.211,1,43.1
619,-32.622,150.79399999999998,1,28.3
620,-32.624,150.779,1,66.0
621,-32.685,150.209,1,64.4
622,-32.613,150.77700000000002,1,92.7
623,-32.615,150.762,1,115.2
624,-32.616,150.746,1,15.0
625,-32.618,150.731,1,14.3
626,-32.62,150.715,1,17.8
627,-32.622,150.69899999999998,1,14.5
628,-32.623000000000005,150.684,1,34.3
629,-32.676,150.189,1,68.5
630,-32.677,150.172,1,268.4
631,-32.679,150.155,1,124.4
632,-32.684,150.10399999999998,1,76.0
633,-32.611999999999995,150.683,1,23.5
634,-32.614000000000004,150.668,1,20.8
635,-32.668,150.153,1,41.6
636,-32.67,150.137,1,92.0
637,-32.671,150.12,1,80.1
638,-32.605,150.651,1,45.9
639,-32.585,150.632,1,35.0
640,-32.574,150.63,1,34.8
641,-32.579,150.583,1,34.9
642,-32.616,150.215,1,202.0
643,-32.565,150.613,1,31.7
644,-32.566,150.59799999999998,1,57.0
645,-32.568000000000005,150.58100000000002,1,19.3
646,-32.588,150.39,1,292.7
647,-32.604,150.22899999999998,1,603.1
648,-32.605,150.21200000000002,1,447.6
649,-32.57,150.639,1,15.7
650,-32.571,150.623,1,30.3
651,-32.575,150.592,1,26.0
652,-32.614000000000004,150.224,1,410.8
653,-32.562,150.606,1,37.7
654,-32.564,150.59,1,52.5
655,-32.569,150.542,1,17.8
656,-32.578,150.463,1,53.5
657,-32.579,150.446,1,62.2
658,-32.580999999999996,150.431,1,92.0
659,-32.584,150.4,1,344.2
660,-32.586,150.382,1,171.9
661,-32.602,150.239,1,103.2
662,-32.603,150.222,1,726.4
663,-32.605,150.20600000000002,1,88.3
664,-32.558,150.541,1,16.3
665,-32.56,150.525,1,26.6
666,-32.592,150.22,1,62.5
667,-32.594,150.204,1,23.9
668,-32.551,150.50799999999998,1,18.1
669,-32.552,150.49200000000002,1,52.5
670,-32.580999999999996,150.219,1,37.2
671,-32.583,150.202,1,22.8
672,-32.563,150.28,1,40.0
673,-32.57,150.217,1,51.0
674,-32.571999999999996,150.2,1,29.6
675,-32.554,150.263,1,47.9
676,-32.556,150.248,1,22.9
677,-32.556999999999995,150.232,1,40.8
678,-32.559,150.215,1,38.7
679,-32.543,150.261,1,26.0
680,-32.544000000000004,150.246,1,119.1
681,-32.546,150.23,1,65.9
682,-32.114000000000004,151.35399999999998,1,25.5
683,-32.116,151.34,1,25.5
684,-32.051,151.44799999999998,1,142.8
685,-32.053000000000004,151.434,1,241.1
686,-32.056,151.405,1,43.1
687,-32.041,151.446,1,112.6
688,-32.042,151.433,1,394.9
689,-32.044000000000004,151.41899999999998,1,38.8
690,-32.032,151.431,1,24.9
691,-32.034,151.417,1,110.0
692,-32.035,151.403,1,48.5
693,-32.037,151.387,1,33.4
694,-32.027,151.41,1,22.9
695,-31.808000000000003,151.8,1,21.6
696,-31.799,151.785,1,43.4
697,-31.8,151.793,1,18.2
698,-31.791,151.778,1,50.0
699,-31.781,151.77700000000002,1,83.8
700,-31.783,151.764,1,137.6
701,-31.766,151.814,1,48.2
702,-31.768,151.80200000000002,1,30.4
703,-31.773000000000003,151.763,1,30.0
704,-31.608,152.121,1,14.1
705,-31.609,152.109,1,17.4
706,-31.611,152.096,1,17.8
707,-31.612,152.084,1,16.3
708,-31.614,152.07,1,17.4
709,-31.598000000000003,152.12,1,42.6
710,-31.6,152.107,1,49.2
711,-31.59,152.105,1,16.1
712,-31.616,151.18,1,42.7
713,-31.592,151.204,1,76.2
714,-31.584,151.209,1,80.6
715,-31.574,151.207,1,103.9
716,-31.458000000000002,152.09799999999998,1,18.4
717,-31.533,151.284,1,113.6
718,-31.43,152.08100000000002,1,15.7
719,-31.522,151.296,1,129.5
720,-31.523000000000003,151.283,1,157.0
721,-31.421999999999997,152.067,1,42.1
722,-31.423000000000002,152.054,1,15.1
723,-31.433000000000003,151.797,1,15.5
724,-31.435,151.784,1,11.3
725,-31.433000000000003,151.805,1,15.9
726,-31.418000000000003,151.763,1,17.7
727,-31.408,151.761,1,34.6
728,-31.409000000000002,151.748,1,27.7
729,-31.399,151.747,1,31.3
730,-31.401,151.734,1,47.3
731,-31.353,152.05100000000002,1,20.3
732,-31.354,152.039,1,24.9
733,-31.368000000000002,151.925,1,24.2
734,-31.392,151.72,1,111.4
735,-31.353,151.27200000000002,1,61.1
736,-31.354,151.25799999999998,1,34.2
737,-30.756,152.02200000000002,1,33.0
738,-30.683000000000003,152.534,1,14.4
739,-30.651,152.553,1,17.0
740,-30.546999999999997,150.967,1,21.9
741,-30.537,150.965,1,74.3
742,-30.535,150.881,1,22.3
743,-30.529,150.874,1,25.7
744,-30.531,150.86,1,32.3
745,-29.467,152.588,1,27.1
746,-29.469,152.576,1,41.3
747,-29.47,152.565,1,16.8
748,-29.458000000000002,152.586,1,53.1
749,-29.449,152.584,1,39.0
750,-29.45,152.57399999999998,1,37.2
