,latitude,longitude,acq_date,frp
9704,-35.465,148.09799999999998,3,29.1
9705,-35.467,148.085,3,89.1
9706,-35.468,148.072,3,15.4
9707,-35.47,148.058,3,10.3
9708,-35.472,148.04399999999998,3,10.3
9709,-35.475,148.016,3,15.9
9710,-35.465,148.015,3,31.9
9711,-35.466,148.001,3,21.7
9712,-35.453,148.02700000000002,3,40.5
9713,-35.455,148.013,3,46.9
9714,-35.455999999999996,147.999,3,12.8
9715,-35.458,147.985,3,11.7
9716,-35.141999999999996,150.459,3,6.3
9717,-35.143,150.44799999999998,3,4.6
9718,-35.438,148.066,3,7.7
9719,-35.442,148.03799999999998,3,6.6
9720,-35.443000000000005,148.025,3,36.0
9721,-35.445,148.011,3,19.2
9722,-35.43,148.05100000000002,3,12.3
9723,-35.431999999999995,148.037,3,24.1
9724,-35.433,148.023,3,55.3
9725,-35.435,148.009,3,27.7
9726,-35.42,148.049,3,28.7
9727,-35.422,148.035,3,44.8
9728,-35.423,148.02100000000002,3,19.8
9729,-35.425,148.007,3,14.2
9730,-35.426,147.993,3,7.4
9731,-35.439,147.882,3,12.7
9732,-35.44,147.86700000000002,3,5.9
9733,-35.113,150.465,3,6.2
9734,-35.412,148.033,3,14.0
9735,-35.398,147.974,3,10.3
9736,-35.399,147.968,3,6.7
9737,-35.388000000000005,147.981,3,8.9
9738,-35.389,147.967,3,13.4
9739,-35.061,150.518,3,13.5
9740,-35.062,150.507,3,18.9
9741,-35.052,150.516,3,11.4
9742,-35.053000000000004,150.505,3,21.0
9743,-34.982,150.564,3,6.3
9744,-35.325,147.821,3,7.3
9745,-35.010999999999996,150.061,3,6.7
9746,-35.266999999999996,147.88299999999998,3,10.5
9747,-35.268,147.869,3,29.3
9748,-35.27,147.855,3,46.9
9749,-35.271,147.841,3,19.8
9750,-35.255,147.894,3,19.9
9751,-35.257,147.881,3,14.6
9752,-35.26,147.85299999999998,3,16.0
9753,-34.952,150.102,3,46.2
9754,-34.953,150.091,3,9.3
9755,-34.941,150.112,3,10.5
9756,-34.943000000000005,150.101,3,43.5
9757,-34.948,149.985,3,41.7
9758,-34.95,149.97299999999998,3,26.6
9759,-34.869,150.444,3,7.4
9760,-34.912,150.118,3,7.2
9761,-34.927,150.004,3,5.8
9762,-34.855,150.406,3,11.0
9763,-34.847,150.393,3,13.2
9764,-34.849000000000004,150.382,3,16.2
9765,-34.85,150.371,3,9.3
9766,-34.885999999999996,150.101,3,7.2
9767,-34.888000000000005,150.09,3,7.5
9768,-34.843,150.358,3,7.1
9769,-34.876999999999995,150.099,3,7.6
9770,-34.827,150.349,3,16.0
9771,-34.82,150.335,3,6.7
9772,-34.821,150.32399999999998,3,14.0
9773,-34.823,150.313,3,10.7
9774,-34.848,150.122,3,10.9
9775,-34.85,150.111,3,13.6
9776,-34.851,150.1,3,13.9
9777,-34.84,150.109,3,6.9
9778,-34.842,150.09799999999998,3,18.8
9779,-34.804,150.309,3,8.9
9780,-34.806,150.298,3,6.6
9781,-34.79,150.273,3,8.2
9782,-34.781,150.27100000000002,3,12.4
9783,-34.46,150.881,3,9.9
9784,-34.39,150.386,3,9.2
9785,-34.391,150.375,3,27.3
9786,-34.393,150.364,3,8.5
9787,-34.379,150.395,3,9.5
9788,-34.381,150.384,3,31.0
9789,-34.37,150.394,3,15.3
9790,-34.372,150.382,3,30.1
9791,-34.361999999999995,150.398,3,7.8
9792,-34.363,150.386,3,11.5
9793,-34.365,150.375,3,10.7
9794,-34.366,150.364,3,14.9
9795,-34.361999999999995,150.329,3,8.1
9796,-34.351,150.339,3,24.0
9797,-34.353,150.328,3,25.5
9798,-34.354,150.317,3,17.7
9799,-34.344,150.326,3,22.0
9800,-34.321999999999996,150.344,3,10.6
9801,-34.313,150.342,3,17.2
9802,-34.304,150.34,3,14.6
9803,-34.306,150.329,3,11.2
9804,-34.341,150.062,3,14.5
9805,-34.343,150.05100000000002,3,11.8
9806,-34.344,150.039,3,20.9
9807,-34.305,150.261,3,7.8
9808,-34.306999999999995,150.25,3,23.8
9809,-34.335,150.03799999999998,3,5.6
9810,-34.336999999999996,150.02700000000002,3,10.3
9811,-34.338,150.015,3,24.6
9812,-34.34,150.004,3,20.7
9813,-34.296,150.259,3,12.0
9814,-34.298,150.248,3,25.7
9815,-34.329,150.014,3,14.7
9816,-34.33,150.003,3,31.8
9817,-34.332,149.991,3,5.2
9818,-34.291,150.10299999999998,3,4.4
9819,-34.3,149.967,3,12.5
9820,-34.292,149.954,3,5.4
9821,-33.931,150.45600000000002,3,9.0
9822,-33.931999999999995,150.445,3,50.5
9823,-33.925,150.43200000000002,3,15.1
9824,-33.916,150.431,3,12.0
9825,-33.917,150.42,3,33.6
9826,-33.919000000000004,150.409,3,34.1
9827,-33.91,150.407,3,8.6
9828,-33.9,150.421,3,12.6
9829,-33.900999999999996,150.41,3,24.5
9830,-33.888000000000005,150.441,3,5.2
9831,-33.889,150.43,3,18.7
9832,-33.891,150.42,3,23.3
9833,-33.891999999999996,150.408,3,13.7
9834,-33.033,151.533,3,5.9
9835,-33.176,150.14,3,7.0
9836,-33.178000000000004,150.129,3,5.8
9837,-33.162,150.10299999999998,3,25.8
9838,-33.164,150.092,3,21.2
9839,-33.167,150.071,3,15.7
9840,-33.168,150.06,3,24.0
9841,-33.17,150.049,3,10.0
9842,-33.153,150.102,3,8.5
9843,-33.155,150.091,3,14.4
9844,-33.156,150.08,3,12.0
9845,-33.158,150.069,3,14.7
9846,-33.159,150.058,3,7.3
9847,-33.147,150.078,3,15.3
9848,-33.149,150.067,3,34.6
9849,-33.15,150.056,3,9.3
9850,-33.025999999999996,150.227,3,6.4
9851,-33.018,150.214,3,7.0
9852,-32.668,151.007,3,7.2
9853,-32.67,150.996,3,4.9
9854,-32.673,150.975,3,9.4
9855,-32.675,150.964,3,17.7
9856,-32.676,150.954,3,9.2
9857,-32.659,151.005,3,7.8
9858,-32.661,150.995,3,9.7
9859,-32.666,150.963,3,12.4
9860,-32.667,150.952,3,18.3
9861,-32.669000000000004,150.941,3,11.3
9862,-32.676,150.888,3,15.3
9863,-32.678000000000004,150.877,3,4.4
9864,-32.654,150.851,3,9.4
9865,-32.646,150.843,3,14.7
9866,-32.648,150.833,3,12.7
9867,-32.65,150.822,3,5.1
9868,-32.641,150.82,3,9.8
9869,-32.641999999999996,150.809,3,5.8
9870,-32.741,150.10299999999998,3,8.0
9871,-32.742,150.092,3,14.3
9872,-32.744,150.08100000000002,3,10.6
9873,-32.732,150.101,3,17.5
9874,-32.733000000000004,150.09,3,847.9
9875,-32.735,150.079,3,601.5
9876,-32.736,150.06799999999998,3,24.5
9877,-32.738,150.058,3,7.4
9878,-32.626,150.795,3,6.2
9879,-32.724000000000004,150.088,3,67.9
9880,-32.726,150.078,3,159.1
9881,-32.727,150.067,3,14.8
9882,-32.617,150.793,3,18.8
9883,-32.618,150.783,3,6.2
9884,-32.714,150.09799999999998,3,4.9
9885,-32.715,150.08700000000002,3,51.5
9886,-32.717,150.076,3,79.4
9887,-32.608000000000004,150.791,3,4.9
9888,-32.609,150.781,3,14.9
9889,-32.611,150.77,3,11.6
9890,-32.621,150.696,3,4.9
9891,-32.705999999999996,150.085,3,54.6
9892,-32.708,150.07399999999998,3,23.1
9893,-32.6,150.779,3,8.7
9894,-32.602,150.768,3,6.2
9895,-32.608000000000004,150.726,3,5.9
9896,-32.611999999999995,150.694,3,9.6
9897,-32.679,150.213,3,8.7
9898,-32.696,150.094,3,29.5
9899,-32.696999999999996,150.083,3,22.0
9900,-32.605,150.681,3,12.2
9901,-32.606,150.671,3,4.8
9902,-32.596,150.679,3,4.2
9903,-32.597,150.66899999999998,3,8.1
9904,-32.664,150.187,3,8.9
9905,-32.666,150.17700000000002,3,22.5
9906,-32.667,150.166,3,8.9
9907,-32.669000000000004,150.155,3,6.9
9908,-32.66,150.153,3,32.3
9909,-32.661,150.142,3,22.9
9910,-32.662,150.132,3,11.5
9911,-32.664,150.121,3,16.2
9912,-32.654,150.135,3,9.4
9913,-32.655,150.124,3,9.4
9914,-32.567,150.624,3,6.3
9915,-32.6,150.389,3,5.0
9916,-32.621,150.239,3,11.6
9917,-32.622,150.22799999999998,3,35.3
9918,-32.624,150.217,3,24.4
9919,-32.591,150.387,3,6.4
9920,-32.609,150.25799999999998,3,6.3
9921,-32.61,150.248,3,7.2
9922,-32.613,150.226,3,9.1
9923,-32.615,150.216,3,21.8
9924,-32.582,150.385,3,19.9
9925,-32.606,150.214,3,12.5
9926,-32.607,150.203,3,9.5
9927,-32.566,150.437,3,10.4
9928,-32.571999999999996,150.394,3,15.3
9929,-32.573,150.38299999999998,3,32.1
9930,-32.597,150.21200000000002,3,15.0
9931,-32.598,150.201,3,28.8
9932,-32.548,150.499,3,4.1
9933,-32.556999999999995,150.435,3,11.0
9934,-32.558,150.424,3,10.3
9935,-32.56,150.414,3,7.5
9936,-32.561,150.403,3,6.8
9937,-32.563,150.392,3,50.8
9938,-32.564,150.381,3,28.2
9939,-32.588,150.21,3,14.5
9940,-32.589,150.19899999999998,3,39.4
9941,-32.591,150.189,3,5.9
9942,-32.539,150.497,3,8.0
9943,-32.54,150.487,3,4.9
9944,-32.551,150.412,3,6.8
9945,-32.552,150.401,3,21.9
9946,-32.553000000000004,150.39,3,8.9
9947,-32.58,150.19799999999998,3,26.8
9948,-32.558,150.292,3,5.0
9949,-32.57,150.207,3,13.2
9950,-32.571,150.196,3,16.4
9951,-32.561,150.205,3,53.8
9952,-32.562,150.194,3,20.4
9953,-32.545,150.262,3,7.1
9954,-32.536,150.26,3,9.1
9955,-32.537,150.25,3,6.7
9956,-32.538000000000004,150.239,3,14.3
9957,-32.54,150.22799999999998,3,21.4
9958,-32.541,150.217,3,9.5
9959,-32.529,150.237,3,14.1
9960,-32.531,150.226,3,19.7
9961,-32.233000000000004,151.342,3,4.3
9962,-32.196,151.351,3,11.9
9963,-32.196999999999996,151.34,3,11.7
9964,-32.167,151.422,3,12.7
9965,-32.168,151.411,3,3.4
9966,-32.157,151.42,3,11.3
9967,-32.104,151.347,3,12.8
9968,-32.054,151.435,3,6.4
9969,-32.033,151.387,3,55.2
9970,-32.035,151.376,3,27.3
9971,-32.018,151.42700000000002,3,5.9
9972,-32.019,151.417,3,20.5
9973,-32.022,151.395,3,14.2
9974,-32.024,151.385,3,79.5
9975,-32.025999999999996,151.374,3,24.7
9976,-32.015,151.388,3,5.6
9977,-32.016999999999996,151.378,3,42.0
9978,-32.018,151.36700000000002,3,5.0
9979,-31.820999999999998,151.885,3,9.4
9980,-31.822,151.874,3,8.7
9981,-31.811,151.88299999999998,3,6.7
9982,-31.805999999999997,151.859,3,8.5
9983,-31.811,151.826,3,6.3
9984,-31.773000000000003,151.779,3,19.9
9985,-31.774,151.768,3,6.5
9986,-31.764,151.77700000000002,3,7.2
9987,-31.723000000000003,151.858,3,5.8
9988,-31.725,151.847,3,5.1
9989,-31.66,152.148,3,8.2
9990,-31.609,152.063,3,5.1
9991,-31.61,152.053,3,5.5
9992,-31.595,152.094,3,8.1
9993,-31.598000000000003,152.072,3,20.4
9994,-31.6,152.061,3,16.4
9995,-31.469,152.128,3,4.4
9996,-31.564,151.446,3,5.2
9997,-31.45,152.124,3,8.7
9998,-31.555,151.444,3,5.2
9999,-31.43,152.091,3,7.5
10000,-31.42,152.089,3,11.0
10001,-31.534000000000002,151.28,3,32.3
10002,-31.449,151.781,3,5.5
10003,-31.525,151.278,3,16.2
10004,-31.438000000000002,151.789,3,13.6
10005,-31.44,151.779,3,22.1
10006,-31.516,151.276,3,44.3
10007,-31.517,151.265,3,9.8
10008,-31.430999999999997,151.776,3,7.8
10009,-31.436,151.744,3,8.8
10010,-31.438000000000002,151.733,3,5.3
10011,-31.506999999999998,151.274,3,18.2
10012,-31.508000000000003,151.263,3,12.8
10013,-31.421999999999997,151.774,3,7.1
10014,-31.427,151.74200000000002,3,13.5
10015,-31.362,152.099,3,4.5
10016,-31.414,151.762,3,23.1
10017,-31.416,151.751,3,10.8
10018,-31.491999999999997,151.249,3,10.8
10019,-31.494,151.238,3,28.2
10020,-31.408,151.755,3,3.8
10021,-31.48,151.273,3,5.5
10022,-31.483,151.252,3,4.0
10023,-31.485,151.241,3,8.3
10024,-31.486,151.231,3,9.9
10025,-31.488000000000003,151.22,3,3.9
10026,-31.393,151.72899999999998,3,8.6
10027,-31.329,151.291,3,5.0
10028,-31.319000000000003,151.299,3,10.8
10029,-31.32,151.289,3,8.1
10030,-31.491,149.711,3,8.6
10031,-31.491999999999997,149.701,3,19.1
10032,-31.127,150.60299999999998,3,11.4
10033,-31.128,150.593,3,10.0
10034,-30.765,152.031,3,7.2
10035,-30.758000000000003,152.018,3,9.3
10036,-30.739,152.015,3,6.3
10037,-30.566999999999997,152.425,3,5.9
10038,-30.511,152.53,3,6.6
10039,-30.502,152.528,3,7.3
10040,-30.451,151.322,3,7.2
10041,-30.521,150.84799999999998,3,5.3
10042,-30.465,151.042,3,8.9
10043,-30.456,151.04,3,7.0
10044,-30.45,151.017,3,9.3
10045,-30.441,151.015,3,35.4
10046,-30.441999999999997,151.005,3,7.1
10047,-30.193,151.376,3,5.8
10048,-29.46,152.56799999999998,3,8.6
10049,-29.453000000000003,152.554,3,7.2
10050,-29.445,152.155,3,8.7
10051,-29.445999999999998,152.144,3,23.0
10052,-29.448,152.132,3,12.6
10053,-29.435,152.153,3,11.0
10054,-29.436999999999998,152.141,3,15.1
10055,-29.439,152.13,3,16.2
10056,-29.428,152.14,3,40.9
10057,-29.43,152.128,3,66.4
10058,-29.430999999999997,152.11700000000002,3,9.1
10059,-29.413,152.172,3,9.8
10060,-29.415,152.161,3,29.2
10061,-29.416999999999998,152.149,3,20.9
10062,-29.418000000000003,152.138,3,68.3
10063,-29.42,152.126,3,42.3
10064,-29.421999999999997,152.115,3,14.2
10065,-29.409000000000002,152.165,3,22.4
10066,-29.410999999999998,152.153,3,11.2
10067,-29.412,152.142,3,15.1
10068,-29.414,152.131,3,45.3
10069,-29.416,152.119,3,25.7
10070,-29.405,152.129,3,5.1
10071,-29.37,152.227,3,14.2
10072,-29.374000000000002,152.204,3,10.7
10073,-29.361,152.225,3,13.7
10074,-29.362,152.213,3,9.5
10075,-29.364,152.202,3,8.0
10076,-29.366,152.19,3,29.5
10077,-29.311999999999998,152.011,3,5.3
10078,-29.073,150.80200000000002,3,34.9
10079,-29.075,150.791,3,19.6
10080,-29.065,150.804,3,22.5
10081,-29.066,150.79399999999998,3,48.4
10082,-29.055,150.803,3,5.6
10083,-29.057,150.792,3,8.2
10084,-28.244,151.40200000000002,3,7.0
10085,-28.198,151.409,3,20.5
10086,-26.53,150.69,3,6.4
10087,-26.531999999999996,150.68,3,29.8
10088,-26.533,150.66899999999998,3,17.1
10089,-26.535,150.659,3,9.7
10090,-26.522,150.678,3,31.5
10091,-26.524,150.668,3,31.8
10092,-26.526,150.657,3,9.9
10093,-26.526999999999997,150.64700000000002,3,9.0
10094,-26.515,150.666,3,7.5
10095,-26.516,150.655,3,37.2
10096,-26.518,150.645,3,10.6
10097,-26.483,150.826,3,7.1
10098,-26.506999999999998,150.66899999999998,3,7.5
10099,-26.509,150.658,3,24.8
10100,-26.51,150.648,3,7.7
10101,-26.5,150.657,3,11.0
10102,-26.355999999999998,149.381,3,42.3
10103,-26.358,149.371,3,13.2
10104,-26.237,149.507,3,48.2
10105,-26.014,150.512,3,9.4
10106,-26.017,150.491,3,9.5
10107,-26.008000000000003,150.489,3,6.2
10108,-26.01,150.47899999999998,3,6.0
10109,-25.414,149.226,3,27.5
10110,-25.415,149.216,3,10.2
10111,-25.416,149.20600000000002,3,15.0
10112,-25.418000000000003,149.196,3,21.3
10113,-25.419,149.186,3,7.2
10114,-25.421,149.17600000000002,3,5.3
10115,-25.421999999999997,149.167,3,7.2
10116,-25.424,149.157,3,10.1
10117,-25.401999999999997,149.244,3,5.4
10118,-25.403000000000002,149.234,3,21.7
10119,-25.405,149.224,3,8.7
10120,-25.406,149.215,3,9.6
10121,-25.406999999999996,149.205,3,14.2
10122,-25.409000000000002,149.195,3,13.3
10123,-25.413,149.165,3,5.5
10124,-25.415,149.155,3,28.9
10125,-25.416,149.145,3,9.8
10126,-25.406,149.153,3,9.9
10127,-24.928,149.465,3,4.6
10128,-24.875999999999998,149.445,3,6.1
10129,-24.901999999999997,147.762,3,5.8
10130,-24.904,147.752,3,14.3
10131,-24.895,147.75,3,6.5
10132,-24.896,147.74,3,11.5
10133,-24.642,146.821,3,8.3
10134,-24.633000000000003,146.82,3,5.0
10135,-24.623,146.674,3,11.0
10136,-24.624000000000002,146.66299999999998,3,7.3
10137,-24.613000000000003,146.673,3,6.3
10138,-24.581999999999997,146.72799999999998,3,16.0
10139,-24.576,146.705,3,4.1
10140,-24.42,147.662,3,8.3
10141,-36.247,147.691,3,12.2
10142,-41.724,148.054,3,23.6
10143,-41.726000000000006,148.036,3,171.0
10144,-41.713,148.053,3,67.0
10145,-41.715,148.035,3,188.5
10146,-41.717,148.016,3,43.3
10147,-41.70399999999999,148.033,3,61.4
10148,-41.706,148.015,3,56.1
10149,-41.708,147.997,3,20.1
10150,-41.695,148.013,3,98.4
10151,-41.696999999999996,147.995,3,48.0
10152,-41.684,148.011,3,21.1
10153,-41.68600000000001,147.993,3,32.5
10154,-41.598,147.841,3,21.7
10155,-41.586999999999996,147.839,3,38.1
10156,-41.589,147.822,3,20.7
10157,-41.598,147.835,3,27.8
10158,-41.586999999999996,147.834,3,50.2
10159,-41.575,147.833,3,54.7
10160,-41.56399999999999,147.83100000000002,3,41.6
10161,-41.566,147.813,3,17.5
10162,-37.755,149.247,3,16.8
10163,-37.756,149.234,3,12.9
10164,-37.774,148.906,3,20.8
10165,-37.775999999999996,148.892,3,65.5
10166,-37.777,148.878,3,7.5
10167,-37.723,149.268,3,12.3
10168,-37.760999999999996,148.931,3,11.1
10169,-37.766,148.89,3,7.2
10170,-37.711,149.28,3,11.0
10171,-37.71,149.273,3,16.1
10172,-37.73,149.017,3,30.3
10173,-37.716,149.056,3,8.8
10174,-37.717,149.042,3,29.3
10175,-37.722,149.002,3,28.2
10176,-37.724000000000004,148.988,3,10.4
10177,-37.704,149.067,3,15.3
10178,-37.705999999999996,149.054,3,16.6
10179,-37.716,148.97299999999998,3,19.6
10180,-37.692,149.092,3,19.6
10181,-37.693000000000005,149.079,3,25.8
10182,-37.681999999999995,149.091,3,17.8
10183,-37.671,149.006,3,10.7
10184,-37.657,149.045,3,45.0
10185,-37.63,149.191,3,17.7
10186,-37.632,149.17700000000002,3,11.6
10187,-37.647,149.043,3,11.5
10188,-37.649,149.03,3,40.0
10189,-37.65,149.016,3,23.3
10190,-37.675,148.797,3,8.3
10191,-37.683,148.727,3,29.9
10192,-37.692,148.643,3,15.0
10193,-37.693000000000005,148.629,3,24.2
10194,-37.732,148.269,3,10.7
10195,-37.74,148.195,3,9.8
10196,-37.626,149.211,3,6.5
10197,-37.628,149.19799999999998,3,17.2
10198,-37.647,149.03799999999998,3,26.3
10199,-37.648,149.024,3,30.8
10200,-37.65,149.01,3,11.9
10201,-37.652,148.997,3,6.2
10202,-37.681999999999995,148.736,3,15.8
10203,-37.684,148.722,3,14.3
10204,-37.693000000000005,148.638,3,19.6
10205,-37.695,148.624,3,8.2
10206,-37.736,148.264,3,13.3
10207,-37.615,149.22299999999998,3,21.6
10208,-37.617,149.209,3,17.1
10209,-37.618,149.196,3,8.0
10210,-37.637,149.036,3,18.1
10211,-37.639,149.02200000000002,3,23.5
10212,-37.64,149.009,3,22.0
10213,-37.672,148.734,3,15.6
10214,-37.685,148.622,3,30.5
10215,-37.594,149.314,3,8.6
10216,-37.615,149.141,3,47.1
10217,-37.616,149.128,3,18.0
10218,-37.618,149.114,3,82.8
10219,-37.619,149.101,3,6.6
10220,-37.626,149.048,3,18.1
10221,-37.629,149.02,3,19.2
10222,-37.63,149.007,3,18.1
10223,-37.635,148.967,3,16.5
10224,-37.637,148.953,3,10.0
10225,-37.653,148.816,3,8.3
10226,-37.662,148.732,3,18.5
10227,-37.675,148.62,3,19.6
10228,-37.676,148.606,3,26.9
10229,-37.709,148.319,3,10.5
10230,-37.583,149.325,3,24.3
10231,-37.585,149.312,3,54.7
10232,-37.6,149.179,3,12.2
10233,-37.602,149.166,3,11.0
10234,-37.605,149.139,3,54.2
10235,-37.606,149.126,3,144.8
10236,-37.608000000000004,149.113,3,335.7
10237,-37.61,149.099,3,22.8
10238,-37.619,149.019,3,38.9
10239,-37.621,149.005,3,10.9
10240,-37.624,148.97799999999998,3,13.2
10241,-37.625,148.965,3,12.8
10242,-37.644,148.8,3,45.2
10243,-37.654,148.717,3,16.6
10244,-37.671,148.562,3,10.8
10245,-37.57,149.349,3,22.9
10246,-37.571999999999996,149.336,3,47.4
10247,-37.573,149.32299999999998,3,40.9
10248,-37.580999999999996,149.257,3,6.7
10249,-37.598,149.111,3,5.9
10250,-37.609,149.017,3,26.5
10251,-37.611,149.004,3,15.5
10252,-37.614000000000004,148.977,3,13.6
10253,-37.635999999999996,148.785,3,24.0
10254,-37.658,148.589,3,15.3
10255,-37.661,148.56,3,16.8
10256,-37.56,149.34799999999998,3,29.6
10257,-37.598,149.029,3,18.7
10258,-37.599000000000004,149.016,3,13.9
10259,-37.601,149.003,3,20.3
10260,-37.602,148.989,3,29.2
10261,-37.611999999999995,148.906,3,7.2
10262,-37.624,148.797,3,65.7
10263,-37.626,148.783,3,30.9
10264,-37.648,148.58700000000002,3,15.4
10265,-37.65,148.572,3,17.6
10266,-37.650999999999996,148.558,3,14.0
10267,-37.551,149.346,3,39.6
10268,-37.556999999999995,149.293,3,17.9
10269,-37.559,149.28,3,29.4
10270,-37.588,149.02700000000002,3,32.3
10271,-37.589,149.014,3,31.1
10272,-37.591,149.001,3,15.5
10273,-37.593,148.987,3,41.0
10274,-37.594,148.97299999999998,3,22.1
10275,-37.602,148.904,3,15.3
10276,-37.616,148.781,3,24.8
10277,-37.692,148.091,3,15.3
10278,-37.537,149.38299999999998,3,11.5
10279,-37.54,149.357,3,12.3
10280,-37.546,149.304,3,553.3
10281,-37.547,149.291,3,414.1
10282,-37.549,149.278,3,6.9
10283,-37.578,149.025,3,12.3
10284,-37.606,148.78,3,10.4
10285,-37.477,149.80200000000002,3,9.2
10286,-37.478,149.79,3,7.3
10287,-37.527,149.381,3,22.3
10288,-37.528,149.368,3,34.7
10289,-37.535,149.316,3,42.9
10290,-37.536,149.303,3,17.8
10291,-37.580999999999996,148.915,3,9.0
10292,-37.598,148.764,3,24.6
10293,-37.47,149.775,3,16.1
10294,-37.472,149.763,3,12.9
10295,-37.507,149.47,3,16.8
10296,-37.508,149.457,3,11.7
10297,-37.516999999999996,149.38,3,7.8
10298,-37.519,149.36700000000002,3,14.9
10299,-37.523,149.327,3,41.1
10300,-37.525,149.314,3,8.4
10301,-37.552,149.075,3,12.5
10302,-37.554,149.062,3,14.2
10303,-37.664,148.055,3,9.7
10304,-37.465,149.781,3,9.9
10305,-37.467,149.768,3,17.9
10306,-37.505,149.463,3,25.5
10307,-37.515,149.373,3,32.5
10308,-37.516999999999996,149.36,3,5.7
10309,-37.52,149.334,3,10.9
10310,-37.522,149.32,3,28.2
10311,-37.53,149.255,3,27.4
10312,-37.552,149.069,3,27.5
10313,-37.472,149.653,3,5.7
10314,-37.503,149.39700000000002,3,31.0
10315,-37.504,149.384,3,94.8
10316,-37.506,149.371,3,106.3
10317,-37.510999999999996,149.332,3,25.2
10318,-37.512,149.319,3,23.2
10319,-37.518,149.266,3,83.4
10320,-37.52,149.253,3,134.6
10321,-37.521,149.24,3,8.3
10322,-37.542,149.067,3,15.7
10323,-37.544000000000004,149.053,3,6.5
10324,-37.583,148.713,3,11.6
10325,-37.585,148.69899999999998,3,19.4
10326,-37.658,148.048,3,15.5
10327,-37.464,149.638,3,30.4
10328,-37.465,149.626,3,18.1
10329,-37.491,149.408,3,24.1
10330,-37.493,149.395,3,34.1
10331,-37.495,149.382,3,17.7
10332,-37.501,149.33,3,16.6
10333,-37.501999999999995,149.317,3,32.9
10334,-37.507,149.278,3,26.8
10335,-37.509,149.265,3,63.2
10336,-37.51,149.251,3,8.1
10337,-37.479,149.43200000000002,3,10.5
10338,-37.48,149.41899999999998,3,23.0
10339,-37.482,149.406,3,18.0
10340,-37.497,149.276,3,21.5
10341,-37.499,149.263,3,15.5
10342,-37.449,149.518,3,12.9
10343,-37.45,149.505,3,10.6
10344,-37.551,148.635,3,46.9
10345,-37.553000000000004,148.621,3,65.9
10346,-37.556,148.593,3,14.1
10347,-37.665,147.578,3,9.5
10348,-37.441,149.504,3,14.7
10349,-37.442,149.491,3,16.6
10350,-37.444,149.47799999999998,3,12.9
10351,-37.445,149.465,3,42.6
10352,-37.446999999999996,149.452,3,12.0
10353,-37.541,148.63299999999998,3,12.1
10354,-37.656,147.561,3,18.9
10355,-37.434,149.476,3,50.9
10356,-37.436,149.464,3,24.8
10357,-37.471,149.16299999999998,3,10.7
10358,-37.531,148.632,3,48.7
10359,-37.533,148.61700000000002,3,17.8
10360,-37.414,149.564,3,8.1
10361,-37.415,149.55200000000002,3,6.5
10362,-37.421,149.5,3,9.7
10363,-37.423,149.487,3,18.0
10364,-37.425,149.474,3,15.3
10365,-37.46,149.174,3,7.5
10366,-37.461,149.161,3,7.7
10367,-37.523,148.616,3,39.3
10368,-37.616,147.746,3,21.5
10369,-37.635,147.55700000000002,3,21.2
10370,-37.637,147.541,3,63.5
10371,-37.416,149.46,3,34.3
10372,-37.518,148.572,3,25.2
10373,-37.558,148.19899999999998,3,10.2
10374,-38.086999999999996,141.18200000000002,3,44.3
10375,-37.413000000000004,149.466,3,36.5
10376,-37.414,149.453,3,22.8
10377,-37.519,148.567,3,28.5
10378,-37.524,148.524,3,10.7
10379,-37.561,148.19299999999998,3,10.2
10380,-37.611,147.74,3,18.5
10381,-37.631,147.55100000000002,3,46.1
10382,-37.633,147.535,3,30.7
10383,-37.403,149.464,3,33.6
10384,-37.405,149.452,3,6.1
10385,-37.601,147.738,3,18.6
10386,-37.621,147.549,3,7.9
10387,-37.622,147.533,3,6.6
10388,-37.436,149.112,3,11.0
10389,-37.592,147.72,3,10.4
10390,-37.61,147.548,3,31.9
10391,-37.611999999999995,147.532,3,14.0
10392,-37.417,149.188,3,5.6
10393,-37.599000000000004,147.546,3,14.5
10394,-37.601,147.531,3,12.6
10395,-37.59,147.529,3,57.2
10396,-37.592,147.513,3,32.0
10397,-38.078,141.17600000000002,3,55.5
10398,-37.397,149.184,3,20.9
10399,-37.576,147.56,3,24.4
10400,-37.578,147.54399999999998,3,21.9
10401,-37.58,147.52700000000002,3,17.9
10402,-37.580999999999996,147.511,3,23.9
10403,-38.027,141.857,3,63.5
10404,-37.387,149.18200000000002,3,7.3
10405,-37.389,149.16899999999998,3,26.5
10406,-37.39,149.156,3,29.2
10407,-37.467,148.486,3,15.3
10408,-37.566,147.558,3,28.5
10409,-37.567,147.542,3,60.7
10410,-37.569,147.526,3,32.2
10411,-37.571,147.51,3,8.5
10412,-37.381,149.154,3,12.7
10413,-37.382,149.141,3,9.7
10414,-37.384,149.128,3,15.7
10415,-37.393,149.049,3,14.1
10416,-37.395,149.035,3,19.7
10417,-37.408,148.914,3,8.4
10418,-37.41,148.9,3,7.5
10419,-37.412,148.886,3,6.5
10420,-37.458,148.471,3,17.4
10421,-37.46,148.45600000000002,3,7.7
10422,-37.374,149.126,3,13.5
10423,-37.382,149.061,3,25.0
10424,-37.383,149.047,3,7.6
10425,-37.395,148.941,3,28.5
10426,-37.397,148.92700000000002,3,27.4
10427,-37.399,148.912,3,14.5
10428,-37.45,148.454,3,16.6
10429,-37.369,149.08700000000002,3,25.6
